id,baby_id,start_time,end_time,feeding_type,breast_started,left_breast_duration,right_breast_duration,volume_offered_ml,volume_consumed_ml,formula_type,food_items,appetite,notes,created_at,updated_at
ecf46924-0e7a-4d5d-adb1-49fe6c1bb6bb,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-03 17:38:00,2023-09-03 17:57:00,BREAST,RIGHT,,19,,,,,,ns,2023-09-03 17:38:00,2023-09-03 17:38:00
b97856ce-b9b6-46ab-8fec-3a1424e18ab4,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-03 18:05:00,2023-09-03 18:16:00,BREAST,LEFT,11,,,,,,,,2023-09-03 18:05:00,2023-09-03 18:05:00
f12904ec-f7e2-4da2-a6e3-3c4aca5b1408,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-03 19:24:00,2023-09-03 19:45:00,BREAST,LEFT,8,13,,,,,,,2023-09-03 19:24:00,2023-09-03 19:24:00
6c9ce3ba-aace-4220-9486-8156d163383a,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-03 20:17:00,2023-09-03 20:44:00,BREAST,RIGHT,,27,,,,,,,2023-09-03 20:17:00,2023-09-03 20:17:00
036d9111-7774-4ef5-b5b8-2b712209a464,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-03 21:10:00,2023-09-03 21:22:00,BREAST,LEFT,12,,,,,,,,2023-09-03 21:10:00,2023-09-03 21:10:00
4f5a056a-b1e2-456b-9b37-32c0278280bd,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-03 22:45:00,2023-09-03 23:23:00,BREAST,RIGHT,12,26,,,,,,r ns,2023-09-03 22:45:00,2023-09-03 22:45:00
603c4ea2-1e32-4c11-b736-99c753063d9b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 01:04:00,2023-09-04 02:04:00,BREAST,RIGHT,12,48,,,,,,r ns,2023-09-04 01:04:00,2023-09-04 01:04:00
1f411f60-56db-45fe-9d10-f832bc8c315b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 04:54:00,2023-09-04 05:15:00,BREAST,RIGHT,,21,,,,,,,2023-09-04 04:54:00,2023-09-04 04:54:00
0f16acde-cfc4-4375-9c29-200146289c71,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 05:23:00,2023-09-04 05:33:00,BREAST,LEFT,10,,,,,,,,2023-09-04 05:23:00,2023-09-04 05:23:00
cda5df4a-da02-44c7-807e-abef8a372cc1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 05:39:00,2023-09-04 05:47:00,BREAST,LEFT,8,,,,,,,,2023-09-04 05:39:00,2023-09-04 05:39:00
3e90b38f-aa0c-4eb4-9e75-bb5ebca99d35,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 07:08:00,2023-09-04 07:41:00,BREAST,LEFT,33,,,,,,,,2023-09-04 07:08:00,2023-09-04 07:08:00
f3c60ad8-80cd-47fc-b5c9-12f9633dc2cc,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 07:48:00,2023-09-04 08:11:00,BREAST,RIGHT,,23,,,,,,,2023-09-04 07:48:00,2023-09-04 07:48:00
25f61552-1a2b-4621-8e44-5037933769ca,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 09:46:00,2023-09-04 09:58:00,BREAST,RIGHT,,12,,,,,,,2023-09-04 09:46:00,2023-09-04 09:46:00
cf289b76-a273-406d-ab09-5864189f079e,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 10:05:00,2023-09-04 10:29:00,BREAST,RIGHT,9,15,,,,,,,2023-09-04 10:05:00,2023-09-04 10:05:00
7048babc-49d3-4103-9def-83d00136f502,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 12:24:00,2023-09-04 13:02:00,BREAST,LEFT,16,22,,,,,,,2023-09-04 12:24:00,2023-09-04 12:24:00
41e15233-1523-40b5-9ce9-374dfbd5dd1f,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 16:26:00,2023-09-04 16:42:00,BREAST,RIGHT,,16,,,,,,,2023-09-04 16:26:00,2023-09-04 16:26:00
b5a02712-ea69-4df1-bc12-7c9876626a3a,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 18:39:00,2023-09-04 18:54:00,BREAST,LEFT,15,,,,,,,,2023-09-04 18:39:00,2023-09-04 18:39:00
f0faae04-17aa-40da-860e-22e79a4578fe,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 19:06:00,2023-09-04 19:27:00,BREAST,RIGHT,,21,,,,,,,2023-09-04 19:06:00,2023-09-04 19:06:00
a7dcbede-1a90-47ed-af95-d014abc39c22,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 20:57:00,2023-09-04 21:20:00,BREAST,LEFT,22,1,,,,,,,2023-09-04 20:57:00,2023-09-04 20:57:00
92c95fc0-a2f5-4cab-9f1e-324531030a03,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-04 23:36:00,2023-09-05 00:16:00,BREAST,RIGHT,10,30,,,,,,,2023-09-04 23:36:00,2023-09-04 23:36:00
7c84195a-2040-4dfa-9d54-80a7c0015983,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 02:45:00,2023-09-05 03:37:00,BREAST,LEFT,37,15,,,,,,,2023-09-05 02:45:00,2023-09-05 02:45:00
fdfe9b30-f900-414f-a1c4-34e36c40362f,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 05:13:00,2023-09-05 05:33:00,BREAST,RIGHT,,20,,,,,,,2023-09-05 05:13:00,2023-09-05 05:13:00
4caa5dd7-10fa-4c73-a66a-d6d66afe1418,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 05:39:00,2023-09-05 06:06:00,BREAST,LEFT,26,1,,,,,,,2023-09-05 05:39:00,2023-09-05 05:39:00
4b17ec15-5547-477c-8b7d-e6b1ae1d366b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 07:32:00,2023-09-05 07:52:00,BREAST,RIGHT,,20,,,,,,,2023-09-05 07:32:00,2023-09-05 07:32:00
a47be276-6c28-4648-958b-3c0bbc21a47c,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 11:32:00,2023-09-05 12:14:00,BREAST,RIGHT,,42,,,,,,,2023-09-05 11:32:00,2023-09-05 11:32:00
2f0eb24e-32d3-45e3-9b9e-0b75e37c0b84,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 12:45:00,2023-09-05 13:05:00,BREAST,LEFT,20,,,,,,,,2023-09-05 12:45:00,2023-09-05 12:45:00
0456a8a8-f5c1-4cdc-a876-74589ee2c4d1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 13:45:00,2023-09-05 14:00:00,BREAST,LEFT,15,,,,,,,,2023-09-05 13:45:00,2023-09-05 13:45:00
733abf12-491c-4e8c-a8a3-5e3f6907e8f7,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 14:23:00,2023-09-05 14:37:00,BREAST,RIGHT,,14,,,,,,,2023-09-05 14:23:00,2023-09-05 14:23:00
69a7d5cd-50db-4ff4-9ff9-8a49f94f9588,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 17:37:00,2023-09-05 18:04:00,BREAST,LEFT,27,,,,,,,,2023-09-05 17:37:00,2023-09-05 17:37:00
5d566505-4599-4d63-b068-313f71119b53,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 18:10:00,2023-09-05 18:33:00,BREAST,RIGHT,,23,,,,,,,2023-09-05 18:10:00,2023-09-05 18:10:00
9fff0cbb-7a90-4bae-a14f-fc14d8262b55,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 20:36:00,2023-09-05 20:46:00,BREAST,RIGHT,,10,,,,,,,2023-09-05 20:36:00,2023-09-05 20:36:00
27bae0fb-3d72-47d3-a110-7dd2df0151ec,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 20:57:00,2023-09-05 21:13:00,BREAST,RIGHT,,16,,,,,,,2023-09-05 20:57:00,2023-09-05 20:57:00
9d7a9e48-2c3b-4eab-9710-6547729318fe,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 22:23:00,2023-09-05 22:55:00,BREAST,LEFT,18,14,,,,,,,2023-09-05 22:23:00,2023-09-05 22:23:00
a2735bd2-11ad-4f1b-aa0f-134dc058eae1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-05 23:14:00,2023-09-05 23:28:00,BREAST,RIGHT,,14,,,,,,,2023-09-05 23:14:00,2023-09-05 23:14:00
ff6acae4-22cf-4feb-a75c-ec72c54fe352,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 00:32:00,2023-09-06 01:10:00,BREAST,LEFT,14,24,,,,,,,2023-09-06 00:32:00,2023-09-06 00:32:00
28f3a064-d9f0-4442-8974-f210e4966876,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 02:50:00,2023-09-06 03:45:00,BREAST,LEFT,23,32,,,,,,,2023-09-06 02:50:00,2023-09-06 02:50:00
00e5dbfc-a414-43d1-9d2c-4922191c51a4,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 04:32:00,2023-09-06 04:50:00,BREAST,RIGHT,,18,,,,,,,2023-09-06 04:32:00,2023-09-06 04:32:00
91cc3470-549e-421a-b94a-39a328eb0820,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 05:02:00,2023-09-06 05:12:00,BREAST,LEFT,10,,,,,,,,2023-09-06 05:02:00,2023-09-06 05:02:00
e97fb64f-4597-4f88-bed9-3a31412df280,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 07:48:00,2023-09-06 08:09:00,BREAST,RIGHT,7,14,,,,,,,2023-09-06 07:48:00,2023-09-06 07:48:00
3b7cc6e5-58af-4b50-a916-c2fa2a27040a,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 10:10:00,2023-09-06 10:51:00,BREAST,LEFT,25,16,,,,,,,2023-09-06 10:10:00,2023-09-06 10:10:00
846f5312-1378-47e1-968e-c7e19b4076a8,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 12:57:00,2023-09-06 13:17:00,BREAST,RIGHT,,20,,,,,,,2023-09-06 12:57:00,2023-09-06 12:57:00
0b8b88cb-8ec6-4044-b6ad-403c03f8a376,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 13:41:00,2023-09-06 13:58:00,BREAST,LEFT,17,,,,,,,,2023-09-06 13:41:00,2023-09-06 13:41:00
84d6f943-d268-421b-8a86-de9fdb73da98,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 15:19:00,2023-09-06 15:50:00,BREAST,RIGHT,18,13,,,,,,,2023-09-06 15:19:00,2023-09-06 15:19:00
e799d316-4afe-4d0d-b5a1-d3a16f020a99,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 16:10:00,2023-09-06 16:28:00,BREAST,RIGHT,,18,,,,,,,2023-09-06 16:10:00,2023-09-06 16:10:00
037da857-1abd-43a3-b444-e7862f32be7d,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 17:25:00,2023-09-06 17:40:00,BREAST,LEFT,15,,,,,,,,2023-09-06 17:25:00,2023-09-06 17:25:00
7e902442-f173-4bdb-8f0f-db2718387b27,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 18:15:00,2023-09-06 18:33:00,BREAST,RIGHT,,18,,,,,,,2023-09-06 18:15:00,2023-09-06 18:15:00
47739abc-9e77-4edc-b0cf-1d65737ff7dd,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 20:59:00,2023-09-06 21:12:00,BREAST,RIGHT,,13,,,,,,,2023-09-06 20:59:00,2023-09-06 20:59:00
1aa56451-4675-4436-82cf-aa1d10cef398,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 21:21:00,2023-09-06 21:46:00,BREAST,LEFT,25,,,,,,,,2023-09-06 21:21:00,2023-09-06 21:21:00
c49a198f-5b29-4814-92c5-6fdb3ffc752f,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-06 23:12:00,2023-09-06 23:55:00,BREAST,RIGHT,21,22,,,,,,,2023-09-06 23:12:00,2023-09-06 23:12:00
9d021c9a-d57f-4f90-b493-0d86fa70aea7,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 00:44:00,2023-09-07 01:00:00,BREAST,RIGHT,,16,,,,,,,2023-09-07 00:44:00,2023-09-07 00:44:00
d555fa7f-bc01-45b0-b63b-bcd29bcdba8f,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 03:08:00,2023-09-07 03:30:00,BREAST,LEFT,22,,,,,,,,2023-09-07 03:08:00,2023-09-07 03:08:00
c2878aa7-2df2-4fb1-8929-0e9d5cb6631e,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 03:38:00,2023-09-07 04:11:00,BREAST,RIGHT,9,24,,,,,,,2023-09-07 03:38:00,2023-09-07 03:38:00
bae6d66e-89da-44d9-ad78-4fd278ac66e1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 06:06:00,2023-09-07 06:53:00,BREAST,LEFT,30,17,,,,,,,2023-09-07 06:06:00,2023-09-07 06:06:00
d596fc17-5c3f-47d0-b69c-c9327f9f9bd1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 08:39:00,2023-09-07 09:12:00,BREAST,RIGHT,15,18,,,,,,,2023-09-07 08:39:00,2023-09-07 08:39:00
1f7a7319-430c-4a6b-8f6e-25e91a32d087,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 11:25:00,2023-09-07 11:48:00,BREAST,RIGHT,,23,,,,,,,2023-09-07 11:25:00,2023-09-07 11:25:00
7f2a556c-acbb-4ffd-a9ed-6568bb669098,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 13:12:00,2023-09-07 13:27:00,BREAST,LEFT,15,,,,,,,,2023-09-07 13:12:00,2023-09-07 13:12:00
8b766758-0238-4310-9ad8-d307894955ea,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 14:52:00,2023-09-07 15:10:00,BREAST,RIGHT,,18,,,,,,,2023-09-07 14:52:00,2023-09-07 14:52:00
65f8f16d-5347-40f0-896d-4e14ec3087d3,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 16:43:00,2023-09-07 16:55:00,BREAST,LEFT,12,,,,,,,,2023-09-07 16:43:00,2023-09-07 16:43:00
a32d8c65-e002-45a2-a795-96aeb4fd52d0,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 16:56:00,2023-09-07 17:01:00,BREAST,RIGHT,,5,,,,,,,2023-09-07 16:56:00,2023-09-07 16:56:00
ae36d624-bb50-4cf9-a3de-95fd357156ff,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 18:26:00,2023-09-07 18:56:00,BREAST,RIGHT,,30,,,,,,,2023-09-07 18:26:00,2023-09-07 18:26:00
cd54c4a9-2b7c-43a4-856e-2cb570a117c5,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 21:26:00,2023-09-07 21:58:00,BREAST,LEFT,10,22,,,,,,,2023-09-07 21:26:00,2023-09-07 21:26:00
a152bd8d-387b-4e48-9b3e-2ae1028b004e,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-07 23:37:00,2023-09-08 00:18:00,BREAST,LEFT,29,12,,,,,,,2023-09-07 23:37:00,2023-09-07 23:37:00
f5356bc1-e25b-492f-9461-db88058db931,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 00:36:00,2023-09-08 00:43:00,BREAST,RIGHT,,7,,,,,,,2023-09-08 00:36:00,2023-09-08 00:36:00
6cf6067d-6f4d-4fc1-935f-6fac06b5942e,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 02:57:00,2023-09-08 03:25:00,BREAST,RIGHT,8,20,,,,,,,2023-09-08 02:57:00,2023-09-08 02:57:00
99e24f92-9a52-4b35-9755-466f4237d072,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 05:47:00,2023-09-08 06:21:00,BREAST,RIGHT,,34,,,,,,,2023-09-08 05:47:00,2023-09-08 05:47:00
f6b4f6eb-3647-4ea9-ba63-5cb4d215135c,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 08:00:00,2023-09-08 08:44:00,BREAST,LEFT,22,22,,,,,,,2023-09-08 08:00:00,2023-09-08 08:00:00
458eba43-aee4-4a1c-8d66-21c88120b8dc,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 10:01:00,2023-09-08 10:22:00,BREAST,LEFT,21,,,,,,,,2023-09-08 10:01:00,2023-09-08 10:01:00
0d90246d-38f1-442d-9da7-1c82f8f45aaf,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 11:11:00,2023-09-08 11:26:00,BREAST,RIGHT,,15,,,,,,,2023-09-08 11:11:00,2023-09-08 11:11:00
afa5a044-0eeb-4ae3-83b9-2104825702e5,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 14:14:00,2023-09-08 14:28:00,BREAST,RIGHT,,14,,,,,,,2023-09-08 14:14:00,2023-09-08 14:14:00
340b5b6d-e38a-47ed-b4ee-0736c7576825,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 14:53:00,2023-09-08 14:59:00,BREAST,RIGHT,,6,,,,,,,2023-09-08 14:53:00,2023-09-08 14:53:00
3654271b-6ab3-4f4c-95dc-6bf7e18847e2,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 17:18:00,2023-09-08 17:45:00,BREAST,RIGHT,,27,,,,,,,2023-09-08 17:18:00,2023-09-08 17:18:00
1f7753b5-1966-4e43-a069-56f5111d4729,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 19:05:00,2023-09-08 19:25:00,BREAST,,5,15,,,,,,,2023-09-08 19:05:00,2023-09-08 19:05:00
43c37583-39fc-48f8-8f24-eab1a833d878,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 20:00:00,2023-09-08 20:10:00,BREAST,RIGHT,,10,,,,,,,2023-09-08 20:00:00,2023-09-08 20:00:00
3ce06f74-d3e1-4426-88e8-f6e0771a1a15,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 23:38:00,2023-09-08 23:50:00,BREAST,LEFT,12,,,,,,,,2023-09-08 23:38:00,2023-09-08 23:38:00
8b0691a2-d93c-4793-b9fb-45728a07f075,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-08 23:56:00,2023-09-09 00:17:00,BREAST,RIGHT,,21,,,,,,,2023-09-08 23:56:00,2023-09-08 23:56:00
554d247c-8a71-4b95-9a9e-9dfe2a738588,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 03:44:00,2023-09-09 03:59:00,BREAST,RIGHT,,15,,,,,,,2023-09-09 03:44:00,2023-09-09 03:44:00
ac7414d4-d38e-4134-bd89-362790ebbd87,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 04:12:00,2023-09-09 04:24:00,BREAST,RIGHT,,12,,,,,,,2023-09-09 04:12:00,2023-09-09 04:12:00
3dc86cb6-7d2e-4577-8c7b-c0b233ec2035,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 05:59:00,2023-09-09 06:25:00,BREAST,LEFT,11,15,,,,,,,2023-09-09 05:59:00,2023-09-09 05:59:00
88101c21-73bf-4bcc-8d91-db1c468c494b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 08:46:00,2023-09-09 08:58:00,BREAST,RIGHT,,12,,,,,,,2023-09-09 08:46:00,2023-09-09 08:46:00
76c9fbad-bf99-4b3e-a9f7-ed817e13f61b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 11:10:00,2023-09-09 11:27:00,BREAST,LEFT,16,1,,,,,,,2023-09-09 11:10:00,2023-09-09 11:10:00
dfe50d69-3f59-4e25-a3e6-0d07e5d58a25,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 11:34:00,2023-09-09 11:50:00,BREAST,RIGHT,,16,,,,,,,2023-09-09 11:34:00,2023-09-09 11:34:00
0c2163fd-0e18-4ffd-be83-2fa56fa002ca,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 14:10:00,2023-09-09 14:27:00,BREAST,RIGHT,,17,,,,,,,2023-09-09 14:10:00,2023-09-09 14:10:00
eae3fd6d-a447-460f-8819-4e426bac7d75,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 14:40:00,2023-09-09 14:57:00,BREAST,LEFT,17,,,,,,,,2023-09-09 14:40:00,2023-09-09 14:40:00
5e9e4aaa-d848-4269-9a69-1b951c81dc74,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 17:02:00,2023-09-09 17:36:00,BREAST,RIGHT,18,16,,,,,,,2023-09-09 17:02:00,2023-09-09 17:02:00
34ecdb9b-7375-4004-85e8-ce57d39815f1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 18:06:00,2023-09-09 18:15:00,BREAST,RIGHT,,9,,,,,,,2023-09-09 18:06:00,2023-09-09 18:06:00
3220d961-cfe9-4b95-8eb8-b6a6a3666d3c,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 19:10:00,2023-09-09 19:19:00,BREAST,LEFT,9,,,,,,,,2023-09-09 19:10:00,2023-09-09 19:10:00
9d60a76e-e795-427f-a2db-fe5b57a64966,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 19:54:00,2023-09-09 20:14:00,BREAST,RIGHT,,20,,,,,,,2023-09-09 19:54:00,2023-09-09 19:54:00
17b4fed6-ac88-4b98-823c-42f54c12e0eb,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 23:13:00,2023-09-09 23:29:00,BREAST,LEFT,16,,,,,,,,2023-09-09 23:13:00,2023-09-09 23:13:00
82449f42-d244-413a-8e69-879bc050ce52,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-09 23:38:00,2023-09-09 23:54:00,BREAST,RIGHT,,16,,,,,,,2023-09-09 23:38:00,2023-09-09 23:38:00
e90c6de2-36eb-450d-b6ce-2a29c0ceff28,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 02:31:00,2023-09-10 02:37:00,BREAST,RIGHT,,6,,,,,,,2023-09-10 02:31:00,2023-09-10 02:31:00
2fa92d7f-e6f8-453d-a210-e4d909750266,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 05:18:00,2023-09-10 05:29:00,BREAST,RIGHT,,11,,,,,,,2023-09-10 05:18:00,2023-09-10 05:18:00
67dd33bb-ca41-408a-b128-cb7f03a14c7a,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 05:42:00,2023-09-10 05:57:00,BREAST,RIGHT,,15,,,,,,,2023-09-10 05:42:00,2023-09-10 05:42:00
a450e0b3-4c9c-4058-9645-afa3235dcc76,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 07:30:00,2023-09-10 07:41:00,BREAST,LEFT,11,,,,,,,,2023-09-10 07:30:00,2023-09-10 07:30:00
d16c1d74-cfa8-4f2d-bbe5-cb8c099b9b6f,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 07:52:00,2023-09-10 08:05:00,BREAST,RIGHT,,13,,,,,,,2023-09-10 07:52:00,2023-09-10 07:52:00
27849cd7-00ad-4000-89b4-dfdf8951624a,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 09:24:00,2023-09-10 09:35:00,BREAST,LEFT,11,,,,,,,,2023-09-10 09:24:00,2023-09-10 09:24:00
916cb846-814e-4767-83e0-e8a64328d86e,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 10:44:00,2023-09-10 10:56:00,BREAST,RIGHT,,12,,,,,,,2023-09-10 10:44:00,2023-09-10 10:44:00
cf6c6b9c-98f1-4be7-b0da-93c6bcd2056b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 13:02:00,2023-09-10 13:22:00,BREAST,LEFT,8,12,,,,,,,2023-09-10 13:02:00,2023-09-10 13:02:00
0b1946f2-77d6-4ccc-bf89-670b33df8adf,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 14:50:00,2023-09-10 15:00:00,BREAST,LEFT,10,,,,,,,,2023-09-10 14:50:00,2023-09-10 14:50:00
e8947b5c-27c8-4f07-a213-18550afdc270,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 15:22:00,2023-09-10 15:37:00,BREAST,RIGHT,,15,,,,,,,2023-09-10 15:22:00,2023-09-10 15:22:00
1f403f75-b62c-4ba8-bfc2-97a44885546b,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 17:35:00,2023-09-10 17:59:00,BREAST,LEFT,24,,,,,,,,2023-09-10 17:35:00,2023-09-10 17:35:00
990c24bc-b1a6-4945-b79f-0d7eae0292fe,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 18:13:00,2023-09-10 18:32:00,BREAST,RIGHT,,19,,,,,,,2023-09-10 18:13:00,2023-09-10 18:13:00
6381084a-c21c-4e9d-a1e3-88616e2b14d7,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 20:38:00,2023-09-10 20:55:00,BREAST,LEFT,17,,,,,,,,2023-09-10 20:38:00,2023-09-10 20:38:00
be13d5d9-1384-4555-86d6-36b4739f1184,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 21:06:00,2023-09-10 21:27:00,BREAST,RIGHT,,21,,,,,,,2023-09-10 21:06:00,2023-09-10 21:06:00
03601bd6-15df-4969-b115-f178e79aa808,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-10 23:40:00,2023-09-11 00:10:00,BREAST,LEFT,13,17,,,,,,,2023-09-10 23:40:00,2023-09-10 23:40:00
78f0c6a6-6a83-422f-8e2b-491afb4eade0,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-11 02:06:00,2023-09-11 02:21:00,BREAST,RIGHT,,15,,,,,,,2023-09-11 02:06:00,2023-09-11 02:06:00
0b2ee8fb-5018-4a3f-b216-cea3401db007,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-11 02:29:00,2023-09-11 02:56:00,BREAST,LEFT,27,,,,,,,,2023-09-11 02:29:00,2023-09-11 02:29:00
cb93ed5e-2c83-46db-94bd-750fdc0a69ba,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-11 02:56:00,2023-09-11 03:03:00,BREAST,LEFT,7,,,,,,,,2023-09-11 02:56:00,2023-09-11 02:56:00
fce1219c-51a3-428f-83d6-52f2a6cfa2d1,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-11 07:30:00,2023-09-11 07:49:00,BREAST,RIGHT,,19,,,,,,,2023-09-11 07:30:00,2023-09-11 07:30:00
db44b8b8-57fd-403e-9e72-8afa52e0ffad,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-11 10:08:00,2023-09-11 10:24:00,BREAST,LEFT,16,,,,,,,,2023-09-11 10:08:00,2023-09-11 10:08:00
027b8529-335d-47f8-9394-f419099d893c,0d7f2503-cecb-4251-b96b-0c3f423a804f,2023-09-11 10:35:00,2023-09-11 10:51:00,BREAST,RIGHT,,16,,,,,,,2023-09-11 10:35:00,2023-09-11 10:35:00
